flyer_item,sku,offer,discount,offer_price,regular_price,instalment_mth,platform,category,url,report_time,,platform,flyer items,offer items,discount items,items by instl./mth,offer items %,discount items %,avg. discount %,avg. instl./mth %,,flyer - category,flyer items,offer items,discount items,items by instl./mth,portfolio %,offer items %,discount items %,avg. discount %,avg. instl./mth %,,flyer - category,Leon's items,Tepperman's items,The Brick items,Walmart items,,flyer - category,Leon's discount %,Tepperman's discount %,The Brick discount %,Walmart discount %
"San Mateo 3-Piece Twin Panel Bed - Antique White, , $629 . Select for details.",San Mateo 3-Piece Twin Panel Bed - Antique White,,,629,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaiya 3-Piece King Spindle Bed - Antique Grey, , $599 . Select for details.",Kaiya 3-Piece King Spindle Bed - Antique Grey,,,599,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaiya 3-Piece Full Spindle Bed - Antique Grey, , $389 . Select for details.",Kaiya 3-Piece Full Spindle Bed - Antique Grey,,,389,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Mateo 6-Piece Queen Bedroom Package-Tuscan, , $2049 . Select for details.",San Mateo 6-Piece Queen Bedroom Package-Tuscan,,,2049,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaiya 6-Piece Queen Spindle Bedroom Package- Antique Grey, , $1199 . Select for details.",Kaiya 6-Piece Queen Spindle Bedroom Package- Antique Grey,,,1199,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Mateo 6 Drawer Chest - Tuscan, , $799 . Select for details.",San Mateo 6 Drawer Chest - Tuscan,,,799,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Mateo 3-Piece Queen Bed Package- Tuscan, , NOW ONLY $699 . Select for details.",San Mateo 3-Piece Queen Bed Package- Tuscan,,,699,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Mateo Night Stand - Tuscan, , $299 . Select for details.",San Mateo Night Stand - Tuscan,,,299,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaiya 5 Drawer Chest - Antique Grey, , $349 . Select for details.",Kaiya 5 Drawer Chest - Antique Grey,,,349,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaiya Night Table - Antique Grey, , $249 . Select for details.",Kaiya Night Table - Antique Grey,,,249,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Mateo 10 Drawer Dresser - Tuscan, , $899 . Select for details.",San Mateo 10 Drawer Dresser - Tuscan,,,899,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Mateo Storage Queen Bed, , $1299 . Select for details.",San Mateo Storage Queen Bed,,,1299,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaiya 6 Drawer Dresser - Antique Grey, , $449 . Select for details.",Kaiya 6 Drawer Dresser - Antique Grey,,,449,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Mateo Mirror - Tuscan, , $169 . Select for details.",San Mateo Mirror - Tuscan,,,169,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaiya 3-Piece Queen Spindle Bed - Antique Grey, + SAVE THE TAX†, NOW ONLY $399 . Select for details.",Kaiya 3-Piece Queen Spindle Bed - Antique Grey,+ SAVE THE TAX†,,399,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Mateo PEWTER, ,  . Select for details.",San Mateo PEWTER,,,,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"San Mateo 3-Piece Queen Storage Bed-Antique White, ,  . Select for details.",San Mateo 3-Piece Queen Storage Bed-Antique White,,,,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kaiya Mirror - Antique Grey, , $119 . Select for details.",Kaiya Mirror - Antique Grey,,,119,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cinema 5 Drawer Chest - Charcoal, , $699 . Select for details.",Cinema 5 Drawer Chest - Charcoal,,,699,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cinema 6 Drawer Dresser - Charcoal, , $749 . Select for details.",Cinema 6 Drawer Dresser - Charcoal,,,749,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cinema 3-Piece King Storage Bed - Charcoal, , $1299 . Select for details.",Cinema 3-Piece King Storage Bed - Charcoal,,,1299,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cinema 6-Piece Queen Storage Bedroom Package - Charcoal, , $2099 . Select for details.",Cinema 6-Piece Queen Storage Bedroom Package - Charcoal,,,2099,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cinema Mirror - Charcoal, , $199 . Select for details.",Cinema Mirror - Charcoal,,,199,,,Leon's,,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cinema Night Table - Charcoal, , $299 . Select for details.",Cinema Night Table - Charcoal,,,299,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cinema 3-Piece Queen Storage Bed - Charcoal, , NOW ONLY $899 . Select for details.",Cinema 3-Piece Queen Storage Bed - Charcoal,,,899,,,Leon's,Bedroom & Mattress,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ruben Rocker Recliner - Charcoal, SAVE $50, + SAVE THE TAX†, $699 . Select for details.",Ruben Rocker Recliner - Charcoal,"SAVE $50, + SAVE THE TAX†",50,699,749,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Briar Rocker Recliner - Brown, SAVE $200, + SAVE THE TAX†, $599 . Select for details.",Briar Rocker Recliner - Brown,"SAVE $200, + SAVE THE TAX†",200,599,799,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Owen Recliner - Grey, SAVE $350, + SAVE THE TAX†, $449 . Select for details.",Owen Recliner - Grey,"SAVE $350, + SAVE THE TAX†",350,449,799,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Myles Swivel Chair - Grey, SAVE $150, + SAVE THE TAX†, $399 . Select for details.",Myles Swivel Chair - Grey,"SAVE $150, + SAVE THE TAX†",150,399,549,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sutton Cocktail Ottoman - Beige, , $599 . Select for details.",Sutton Cocktail Ottoman - Beige,,,599,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jupiter Ottoman - Ash Grey, , $299 . Select for details.",Jupiter Ottoman - Ash Grey,,,299,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sutton 3-Piece Sectional, ,  . Select for details.",Sutton 3-Piece Sectional,,,,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jupiter 4-Piece Sectional with Left-Facing Chaise - Ash Grey, ,  . Select for details.",Jupiter 4-Piece Sectional with Left-Facing Chaise - Ash Grey,,,,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sutton 3-Piece Sectional with Right-Facing Chaise - Beige, SAVE $700 + SAVE THE TAX†, $2799 . Select for details.",Sutton 3-Piece Sectional with Right-Facing Chaise - Beige,SAVE $700 + SAVE THE TAX†,700,2799,3499,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jupiter 4-Piece Sectional with Left-Facing Chaise - Ash Grey, BEST SELLER, NOW ONLY $2199 . Select for details.",Jupiter 4-Piece Sectional with Left-Facing Chaise - Ash Grey,BEST SELLER,,2199,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bennett 2-Piece Sectional with Right-Facing Chaise - Grey, BEST SELLER, NOW ONLY $1499 . Select for details.",Bennett 2-Piece Sectional with Right-Facing Chaise - Grey,BEST SELLER,,1499,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Luna 2 Pc. Sectional with Reversible Chaise - Grey, , NOW ONLY $1399 . Select for details.",Luna 2 Pc. Sectional with Reversible Chaise - Grey,,,1399,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marlow Manual Recliner - Charcoal, , $899 . Select for details.",Marlow Manual Recliner - Charcoal,,,899,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stampede Ottoman, , $599 . Select for details.",Stampede Ottoman,,,599,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Avalon Leather Ottoman - Oyster Grey Cream, , $399 . Select for details.",Avalon Leather Ottoman - Oyster Grey Cream,,,399,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marlow Manual Reclining Loveseat - Charcoal, , $1079 . Select for details.",Marlow Manual Reclining Loveseat - Charcoal,,,1079,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stampede Leather Chair - Chestnut, , $1499 . Select for details.",Stampede Leather Chair - Chestnut,,,1499,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stampede Leather Loveseat - Chestnut, , $1679 . Select for details.",Stampede Leather Loveseat - Chestnut,,,1679,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Avalon Leather Chair - Oyster Grey Cream, , $1199 . Select for details.",Avalon Leather Chair - Oyster Grey Cream,,,1199,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Avalon Leather Loveseat - Oyster Grey Cream, , $1579 . Select for details.",Avalon Leather Loveseat - Oyster Grey Cream,,,1579,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stampede Leather Sofa - Chestnut, , NOW ONLY $1699 . Select for details.",Stampede Leather Sofa - Chestnut,,,1699,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Avalon Leather Sofa - Oyster Grey Cream, SAVE $800, + SAVE THE TAX†, $1599 . Select for details.",Avalon Leather Sofa - Oyster Grey Cream,"SAVE $800, + SAVE THE TAX†",800,1599,2399,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Marlow Power Reclining Sofa - Charcoal, SAVE $600, + SAVE THE TAX†, $1199 . Select for details.",Marlow Power Reclining Sofa - Charcoal,"SAVE $600, + SAVE THE TAX†",600,1199,1799,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burma Glider Recliner - Graphite, , $899 . Select for details.",Burma Glider Recliner - Graphite,,,899,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tosh Recliner - Pewter, , $799 . Select for details.",Tosh Recliner - Pewter,,,799,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burma Reclining Loveseat - Graphite, , $1079 . Select for details.",Burma Reclining Loveseat - Graphite,,,1079,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tosh Reclining Loveseat-Pewter, , $979 . Select for details.",Tosh Reclining Loveseat-Pewter,,,979,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stella Chair - Blue, , $649 . Select for details.",Stella Chair - Blue,,,649,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stella Loveseat - Blue, , $779 . Select for details.",Stella Loveseat - Blue,,,779,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Burma Reclining Sofa - Graphite, SAVE $400, + SAVE THE TAX†, $1099 . Select for details.",Burma Reclining Sofa - Graphite,"SAVE $400, + SAVE THE TAX†",400,1099,1499,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tosh Reclining Sofa-Pewter, , NOW ONLY $999 . Select for details.",Tosh Reclining Sofa-Pewter,,,999,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stella Sofa - Blue, SAVE $200, + SAVE THE TAX†, $799 . Select for details.",Stella Sofa - Blue,"SAVE $200, + SAVE THE TAX†",200,799,999,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renzo Queen Sofabed - Pebble, , $1399 . Select for details.",Renzo Queen Sofabed - Pebble,,,1399,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fava Ottoman - Light Brown, , $349 . Select for details.",Fava Ottoman - Light Brown,,,349,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kelleher Ottoman - Silver Grey, , $299 . Select for details.",Kelleher Ottoman - Silver Grey,,,299,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renzo Storage Ottoman - Marble, , $499 . Select for details.",Renzo Storage Ottoman - Marble,,,499,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fava Chair - Grey, , $699 . Select for details.",Fava Chair - Grey,,,699,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fava Loveseat - Grey, , $779 . Select for details.",Fava Loveseat - Grey,,,779,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kelleher Chair - Silver Grey, , $599 . Select for details.",Kelleher Chair - Silver Grey,,,599,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kelleher Loveseat - Silver Grey, , $779 . Select for details.",Kelleher Loveseat - Silver Grey,,,779,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renzo Chair - Marble, , $599 . Select for details.",Renzo Chair - Marble,,,599,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renzo Loveseat - Marble, , $679 . Select for details.",Renzo Loveseat - Marble,,,679,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fava Chaise Sofa - Grey, , $999 . Select for details.",Fava Chaise Sofa - Grey,,,999,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fava Sofa - Grey, , NOW ONLY $799 . Select for details.",Fava Sofa - Grey,,,799,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kelleher Sofa - Silver Grey, , NOW ONLY $799 . Select for details.",Kelleher Sofa - Silver Grey,,,799,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renzo Chaise Sofa - Skylight, , $999 . Select for details.",Renzo Chaise Sofa - Skylight,,,999,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Renzo Sofa - Marble, , NOW ONLY $699 . Select for details.",Renzo Sofa - Marble,,,699,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lauchlin Chair - Haze, , $849 . Select for details.",Lauchlin Chair - Haze,,,849,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lauchlin Loveseat - Haze, , $979 . Select for details.",Lauchlin Loveseat - Haze,,,979,,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huston End Table - Grey, , $239 . Select for details.",Huston End Table - Grey,,,239,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huston Coffee Table - Grey, + SAVE THE TAX†, NOW ONLY $279 . Select for details.",Huston Coffee Table - Grey,+ SAVE THE TAX†,,279,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lauchlin Sofa - Haze, SAVE $400, $999 . Select for details.",Lauchlin Sofa - Haze,SAVE $400,400,999,1399,,Leon's,Sofa Sets,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 White Electric Dryer (8.0 Cu. Ft), , NOW ONLY $1398 . Select for details.",L2 White Electric Dryer (8.0 Cu. Ft),,,1398,,,Leon's,Cleaning & Drying,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 White Front Load Washer (5.2 Cu. Ft) - LF52N3AWW, ,  . Select for details.",L2 White Front Load Washer (5.2 Cu. Ft) - LF52N3AWW,,,,,,Leon's,Cleaning & Drying,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 White Front Load Washer (5.2 Cu. Ft) & White Electric Dryer (8.0 Cu. Ft) - LF52N3AWW/LE52N3AWW, , NOW ONLY $1398 PAIR PRICE . Select for details.",L2 White Front Load Washer (5.2 Cu. Ft) & White Electric Dryer (8.0 Cu. Ft) - LF52N3AWW/LE52N3AWW,,,1398,,,Leon's,Cleaning & Drying,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 Stainless Steel Upright Freezer and Convertible Fridge (17 Cu. Ft) - LRU17B6ASS, , $998 . Select for details.",L2 Stainless Steel Upright Freezer and Convertible Fridge (17 Cu. Ft) - LRU17B6ASS,,,998,,,Leon's,Refrigeration,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 White Upright Freezer and Convertible Fridge ( 17 Cu. Ft) - LRU17B6AWW, SAVE $250, $948 . Select for details.",L2 White Upright Freezer and Convertible Fridge ( 17 Cu. Ft) - LRU17B6AWW,SAVE $250,250,948,1198,,Leon's,Refrigeration,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 Stainless Steel Upright Freezer and Convertible Fridge (6.9 Cu. Ft) - LRU07B3ASS, , $498 . Select for details.",L2 Stainless Steel Upright Freezer and Convertible Fridge (6.9 Cu. Ft) - LRU07B3ASS,,,498,,,Leon's,Refrigeration,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 White Upright Freezer and Convertible Fridge ( 6.9 Cu. Ft) - LRU07B3AWW, SAVE $150, $448 . Select for details.",L2 White Upright Freezer and Convertible Fridge ( 6.9 Cu. Ft) - LRU07B3AWW,SAVE $150,150,448,598,,Leon's,Refrigeration,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 White Bottom-Freezer Refrigerator (18.7 cu. ft.) - LRB19B5AWWC, , $948 . Select for details.",L2 White Bottom-Freezer Refrigerator (18.7 cu. ft.) - LRB19B5AWWC,,,948,,,Leon's,Refrigeration,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 Stainless Steel Bottom-Freezer Refrigerator (18.7 cu. ft.) - LRB19B5ASTC, SAVE $100, $998 . Select for details.",L2 Stainless Steel Bottom-Freezer Refrigerator (18.7 cu. ft.) - LRB19B5ASTC,SAVE $100,100,998,1098,,Leon's,Refrigeration,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 White Top-Freezer Refrigerator (18.0 cu. ft.) - LRT18S4AWWC, , $748 . Select for details.",L2 White Top-Freezer Refrigerator (18.0 cu. ft.) - LRT18S4AWWC,,,748,,,Leon's,Refrigeration,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"L2 Stainless Steel Top-Freezer Refrigerator (18.0 cu. ft.)- LRT18S4ASTC, SAVE $100, $798 . Select for details.",L2 Stainless Steel Top-Freezer Refrigerator (18.0 cu. ft.)- LRT18S4ASTC,SAVE $100,100,798,898,,Leon's,Refrigeration,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vivid Dining Chair - Black, , $120 ea. . Select for details.",Vivid Dining Chair - Black,,,120,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vivid Dining Table - White, , $449 . Select for details.",Vivid Dining Table - White,,,449,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vivid Dining Chair - Black, ,  . Select for details.",Vivid Dining Chair - Black,,,,,,Leon's,Table+Chair+Desk,https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vivid 7-Piece Dining Set - White, SAVE $500, +SAVE THE TAX†, $999 . Select for details.",Vivid 7-Piece Dining Set - White,"SAVE $500, +SAVE THE TAX†",500,999,1499,,Leon's,"BBQ, Cooking & Dining",https://www.leons.ca/pages/flyer,"2024-07-19, 12:15 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
